ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0001656	metanephros development	2/47	92/18614	0.0226155824793535	0.0628206422358457	0.0310184851054027	PDGFA/BMP4	2
BP	GO:0009791	post-embryonic development	2/47	92/18614	0.0226155824793535	0.0628206422358457	0.0310184851054027	FGFR2/BMP4	2
BP	GO:0009798	axis specification	2/47	92/18614	0.0226155824793535	0.0628206422358457	0.0310184851054027	WNT5A/BMP4	2
BP	GO:0055017	cardiac muscle tissue growth	2/47	92/18614	0.0226155824793535	0.0628206422358457	0.0310184851054027	FGFR2/TGFBR3	2
BP	GO:0060606	tube closure	2/47	92/18614	0.0226155824793535	0.0628206422358457	0.0310184851054027	WNT5A/BMP4	2
BP	GO:0009913	epidermal cell differentiation	3/47	240/18614	0.0226324480831625	0.0628206422358457	0.0310184851054027	WNT5A/EREG/BMP4	3
BP	GO:0042445	hormone metabolic process	3/47	241/18614	0.0228779008388479	0.0634224660300978	0.0313156432007944	RBP1/GAL/IGF1R	3
BP	GO:0050886	endocrine process	2/47	93/18614	0.0230759304159526	0.0638117176920538	0.0315078411225111	INHBA/GAL	2
BP	GO:1903035	negative regulation of response to wounding	2/47	93/18614	0.0230759304159526	0.0638117176920538	0.0315078411225111	PDGFA/MDK	2
BP	GO:0031098	stress-activated protein kinase signaling cascade	3/47	245/18614	0.0238743251373637	0.0659371947372327	0.0325573222440227	WNT5A/BMP4/IGF1R	3
BP	GO:0009953	dorsal/ventral pattern formation	2/47	95/18614	0.0240082240753834	0.066002784891806	0.032589708210805	BMP1/BMP4	2
BP	GO:0048704	embryonic skeletal system morphogenesis	2/47	95/18614	0.0240082240753834	0.066002784891806	0.032589708210805	FGFR2/BMP4	2
BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	2/47	95/18614	0.0240082240753834	0.066002784891806	0.032589708210805	BMP4/HMOX1	2
BP	GO:0002703	regulation of leukocyte mediated immunity	3/47	246/18614	0.0241270846991157	0.066002784891806	0.032589708210805	IL1R1/TNFSF4/HMOX1	3
BP	GO:0048863	stem cell differentiation	3/47	247/18614	0.0243813056195751	0.066002784891806	0.032589708210805	PTN/FGFR2/BMP4	3
BP	GO:0002042	cell migration involved in sprouting angiogenesis	2/47	96/18614	0.0244801266784542	0.066002784891806	0.032589708210805	SLIT2/HMOX1	2
BP	GO:0070664	negative regulation of leukocyte proliferation	2/47	96/18614	0.0244801266784542	0.066002784891806	0.032589708210805	GAL/BMP4	2
BP	GO:0002709	regulation of T cell mediated immunity	2/47	97/18614	0.0249558378508022	0.066002784891806	0.032589708210805	IL1R1/TNFSF4	2
BP	GO:0014020	primary neural tube formation	2/47	97/18614	0.0249558378508022	0.066002784891806	0.032589708210805	WNT5A/BMP4	2
BP	GO:1990874	vascular associated smooth muscle cell proliferation	2/47	97/18614	0.0249558378508022	0.066002784891806	0.032589708210805	BMP4/HMOX1	2
BP	GO:0002138	retinoic acid biosynthetic process	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	RBP1	1
BP	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	BMP4	1
BP	GO:0009629	response to gravity	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	MSTN	1
BP	GO:0031666	positive regulation of lipopolysaccharide-mediated signaling pathway	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	CD14	1
BP	GO:0033007	negative regulation of mast cell activation involved in immune response	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	HMOX1	1
BP	GO:0033085	negative regulation of T cell differentiation in thymus	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	BMP4	1
BP	GO:0033197	response to vitamin E	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	IGF1R	1
BP	GO:0034356	NAD biosynthesis via nicotinamide riboside salvage pathway	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	NAMPT	1
BP	GO:0036093	germ cell proliferation	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	PTGDS	1
BP	GO:0045625	regulation of T-helper 1 cell differentiation	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	TNFSF4	1
BP	GO:0046886	positive regulation of hormone biosynthetic process	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	IGF1R	1
BP	GO:0048340	paraxial mesoderm morphogenesis	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	WNT5A	1
BP	GO:0048630	skeletal muscle tissue growth	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	MSTN	1
BP	GO:0060068	vagina development	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	WNT5A	1
BP	GO:0060525	prostate glandular acinus development	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	FGFR2	1
BP	GO:0061626	pharyngeal arch artery morphogenesis	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	BMP4	1
BP	GO:0070099	regulation of chemokine-mediated signaling pathway	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	SLIT2	1
BP	GO:0070391	response to lipoteichoic acid	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	CD14	1
BP	GO:0071223	cellular response to lipoteichoic acid	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	CD14	1
BP	GO:0071600	otic vesicle morphogenesis	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	FGFR2	1
BP	GO:0071838	cell proliferation in bone marrow	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	FGFR2	1
BP	GO:0090037	positive regulation of protein kinase C signaling	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	WNT5A	1
BP	GO:0140059	dendrite arborization	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	PTN	1
BP	GO:1903365	regulation of fear response	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	PENK	1
BP	GO:2000659	regulation of interleukin-1-mediated signaling pathway	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	IL1R1	1
BP	GO:2000849	regulation of glucocorticoid secretion	1/47	10/18614	0.0249708052999248	0.066002784891806	0.032589708210805	GAL	1
BP	GO:0006959	humoral immune response	3/47	250/18614	0.0251527356960837	0.0664044214145715	0.0327880213138837	GNLY/CXCL1/C5	3
BP	GO:0002275	myeloid cell activation involved in immune response	2/47	98/18614	0.025435336232489	0.0669908082698728	0.0330775572258039	HMOX1/PTGDS	2
BP	GO:0120162	positive regulation of cold-induced thermogenesis	2/47	98/18614	0.025435336232489	0.0669908082698728	0.0330775572258039	ADRB2/IGF1R	2
BP	GO:0019218	regulation of steroid metabolic process	2/47	99/18614	0.0259186005430977	0.0679714102041031	0.0335617418092257	GAL/IGF1R	2
BP	GO:0034446	substrate adhesion-dependent cell spreading	2/47	100/18614	0.026405609581482	0.0679714102041031	0.0335617418092257	TEK/MDK	2
BP	GO:0035282	segmentation	2/47	100/18614	0.026405609581482	0.0679714102041031	0.0335617418092257	WNT5A/BMP4	2
BP	GO:0060419	heart growth	2/47	100/18614	0.026405609581482	0.0679714102041031	0.0335617418092257	FGFR2/TGFBR3	2
BP	GO:0140888	interferon-mediated signaling pathway	2/47	100/18614	0.026405609581482	0.0679714102041031	0.0335617418092257	IFITM1/WNT5A	2
BP	GO:0048709	oligodendrocyte differentiation	2/47	101/18614	0.0268963422255155	0.0679714102041031	0.0335617418092257	PTN/MDK	2
BP	GO:0034612	response to tumor necrosis factor	3/47	257/18614	0.0270038601318076	0.0679714102041031	0.0335617418092257	CX3CL1/CD14/VCAM1	3
BP	GO:0048568	embryonic organ development	4/47	453/18614	0.0271094032975248	0.0679714102041031	0.0335617418092257	PDGFA/FGFR2/WNT5A/BMP4	4
BP	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	3/47	258/18614	0.027274145148754	0.0679714102041031	0.0335617418092257	WNT5A/CX3CL1/HMOX1	3
BP	GO:0045927	positive regulation of growth	3/47	258/18614	0.027274145148754	0.0679714102041031	0.0335617418092257	FGFR2/TGFBR3/HBEGF	3
BP	GO:0042472	inner ear morphogenesis	2/47	102/18614	0.0273907774318414	0.0679714102041031	0.0335617418092257	FGFR2/WNT5A	2
BP	GO:0046620	regulation of organ growth	2/47	102/18614	0.0273907774318414	0.0679714102041031	0.0335617418092257	FGFR2/TGFBR3	2
BP	GO:0001547	antral ovarian follicle growth	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	EREG	1
BP	GO:0002158	osteoclast proliferation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	NPR3	1
BP	GO:0007406	negative regulation of neuroblast proliferation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	PTN	1
BP	GO:0007494	midgut development	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	WNT5A	1
BP	GO:0007614	short-term memory	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	MDK	1
BP	GO:0010739	positive regulation of protein kinase A signaling	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	ADRB2	1
BP	GO:0014889	muscle atrophy	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	MSTN	1
BP	GO:0016102	diterpenoid biosynthetic process	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	RBP1	1
BP	GO:0021860	pyramidal neuron development	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	FGFR2	1
BP	GO:0022605	mammalian oogenesis stage	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	EREG	1
BP	GO:0031943	regulation of glucocorticoid metabolic process	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	GAL	1
BP	GO:0032276	regulation of gonadotropin secretion	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	INHBA	1
BP	GO:0032490	detection of molecule of bacterial origin	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	TLR1	1
BP	GO:0032610	interleukin-1 alpha production	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	CX3CL1	1
BP	GO:0032650	regulation of interleukin-1 alpha production	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	CX3CL1	1
BP	GO:0042167	heme catabolic process	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	HMOX1	1
BP	GO:0042487	regulation of odontogenesis of dentin-containing tooth	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:0045628	regulation of T-helper 2 cell differentiation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	TNFSF4	1
BP	GO:0046149	pigment catabolic process	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	HMOX1	1
BP	GO:0048755	branching morphogenesis of a nerve	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	FGFR2	1
BP	GO:0060174	limb bud formation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	FGFR2	1
BP	GO:0060272	embryonic skeletal joint morphogenesis	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:0060433	bronchus development	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:0060439	trachea morphogenesis	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:0060736	prostate gland growth	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	FGFR2	1
BP	GO:0060742	epithelial cell differentiation involved in prostate gland development	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	FGFR2	1
BP	GO:0060900	embryonic camera-type eye formation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	WNT5A	1
BP	GO:0072124	regulation of glomerular mesangial cell proliferation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:0072205	metanephric collecting duct development	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:0090009	primitive streak formation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	WNT5A	1
BP	GO:0090179	planar cell polarity pathway involved in neural tube closure	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	WNT5A	1
BP	GO:0090184	positive regulation of kidney development	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:0099566	regulation of postsynaptic cytosolic calcium ion concentration	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	WNT5A	1
BP	GO:1904238	pericyte cell differentiation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:1905651	regulation of artery morphogenesis	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	MDK	1
BP	GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	WNT5A	1
BP	GO:2000672	negative regulation of motor neuron apoptotic process	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	CRLF1	1
BP	GO:2000727	positive regulation of cardiac muscle cell differentiation	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	BMP4	1
BP	GO:2000833	positive regulation of steroid hormone secretion	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	GAL	1
BP	GO:2001223	negative regulation of neuron migration	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	CX3CL1	1
BP	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	1/47	11/18614	0.0274340590169156	0.0679714102041031	0.0335617418092257	INHBA	1
BP	GO:0060828	regulation of canonical Wnt signaling pathway	3/47	260/18614	0.0278190907492433	0.0688483642565071	0.0339947489426213	FGFR2/MDK/WNT5A	3
BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	2/47	103/18614	0.0278888942356233	0.0689440856382874	0.0340420125831914	ACKR3/HMOX1	2
BP	GO:0090068	positive regulation of cell cycle process	3/47	262/18614	0.0283698676069879	0.0700549127641897	0.0345904974988681	WNT5A/EREG/IGF1R	3
BP	GO:0001841	neural tube formation	2/47	105/18614	0.0288960891673195	0.0708746955201092	0.0349952755829362	WNT5A/BMP4	2
BP	GO:0021549	cerebellum development	2/47	105/18614	0.0288960891673195	0.0708746955201092	0.0349952755829362	MDK/IGF1R	2
BP	GO:0050808	synapse organization	4/47	466/18614	0.0296614215353336	0.0708746955201092	0.0349952755829362	WNT5A/PLXND1/CX3CL1/IGF1R	4
BP	GO:0007389	pattern specification process	4/47	467/18614	0.0298634828613529	0.0708746955201092	0.0349952755829362	BMP1/FGFR2/WNT5A/BMP4	4
BP	GO:0001553	luteinization	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	INHBA	1
BP	GO:0002551	mast cell chemotaxis	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	VEGFC	1
BP	GO:0002887	negative regulation of myeloid leukocyte mediated immunity	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	HMOX1	1
BP	GO:0003163	sinoatrial node development	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0003306	Wnt signaling pathway involved in heart development	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	WNT5A	1
BP	GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0014842	regulation of skeletal muscle satellite cell proliferation	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	MSTN	1
BP	GO:0032908	regulation of transforming growth factor beta1 production	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	CX3CL1	1
BP	GO:0033083	regulation of immature T cell proliferation	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0033084	regulation of immature T cell proliferation in thymus	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0034135	regulation of toll-like receptor 2 signaling pathway	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	TLR1	1
BP	GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	CD14	1
BP	GO:0035810	positive regulation of urine volume	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	NPR3	1
BP	GO:0035933	glucocorticoid secretion	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	GAL	1
BP	GO:0038180	nerve growth factor signaling pathway	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	NTF3	1
BP	GO:0040015	negative regulation of multicellular organism growth	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	ADRB2	1
BP	GO:0043380	regulation of memory T cell differentiation	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	TNFSF4	1
BP	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0061517	macrophage proliferation	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	CX3CL1	1
BP	GO:0071372	cellular response to follicle-stimulating hormone stimulus	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	INHBA	1
BP	GO:0071394	cellular response to testosterone stimulus	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	IGF1R	1
BP	GO:0072015	podocyte development	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0072110	glomerular mesangial cell proliferation	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0072178	nephric duct morphogenesis	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	BMP4	1
BP	GO:0090178	regulation of establishment of planar polarity involved in neural tube closure	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	WNT5A	1
BP	GO:1900272	negative regulation of long-term synaptic potentiation	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	PTN	1
BP	GO:1902667	regulation of axon guidance	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	SLIT2	1
BP	GO:1903977	positive regulation of glial cell migration	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	CX3CL1	1
BP	GO:1904953	Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation	1/47	12/18614	0.0298912217985212	0.0708746955201092	0.0349952755829362	WNT5A	1
